id,year,date,block,plot,plot.id,species,indiv,leaf.length,leaf.width,total.leaves,flower.number,display.size.1,display.size.2,display.size.3,display.size.4,display.size.5,display.size.6,display.size.7,display.size.8,seed.set.1,seed.set.2,seed.set.3,seed.set.4,seed.set.5,seed.set.6,seed.set.7,seed.set.8,seed.set.9,seed.set.10,seed.set.11,seed.set.12,seed.set.13,seed.set.14
2017-8A-POAN-3,2017,4-Jul-17,8,A,8A,POAN,3,32,12,75,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8B-POAN-1,2017,4-Jul-17,8,B,8B,POAN,1,27,11,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8B-POAN-2,2017,4-Jul-17,8,B,8B,POAN,2,38,17,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8B-POAN-3,2017,4-Jul-17,8,B,8B,POAN,3,37,15,85,1,26,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8C-POAN-1,2017,4-Jul-17,8,C,8C,POAN,1,42,18,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8C-POAN-2,2017,4-Jul-17,8,C,8C,POAN,2,31,13,68,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8C-POAN-3,2017,4-Jul-17,8,C,8C,POAN,3,34,15,68,1,24,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8D-POAN-1,2017,4-Jul-17,8,D,8D,POAN,1,35,12,88,1,19,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8D-POAN-2,2017,4-Jul-17,8,D,8D,POAN,2,37,13,65,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-8D-POAN-3,2017,4-Jul-17,8,D,8D,POAN,3,37,15,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9A-POAN-1,2017,4-Jul-17,9,A,9A,POAN,1,38,16,91,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9A-POAN-2,2017,4-Jul-17,9,A,9A,POAN,2,35,14,45,1,22,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9A-POAN-3,2017,4-Jul-17,9,A,9A,POAN,3,46,18,70,0,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9B-POAN-1,2017,4-Jul-17,9,B,9B,POAN,1,40,17,98,1,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9B-POAN-2,2017,4-Jul-17,9,B,9B,POAN,2,42,16,85,1,24,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9B-POAN-3,2017,4-Jul-17,9,B,9B,POAN,3,36,12,77,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9C-POAN-1,2017,4-Jul-17,9,C,9C,POAN,1,45,19,128,2,26,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9C-POAN-2,2017,4-Jul-17,9,C,9C,POAN,2,27,12,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9C-POAN-3,2017,4-Jul-17,9,C,9C,POAN,3,47,20,102,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9D-POAN-1,2017,4-Jul-17,9,D,9D,POAN,1,40,14,56,1,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9D-POAN-2,2017,4-Jul-17,9,D,9D,POAN,2,45,16,45,2,23,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-9D-POAN-3,2017,4-Jul-17,9,D,9D,POAN,3,44,15,70,1,26,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10A-POAN-1,2017,4-Jul-17,10,A,10A,POAN,1,32,14,90,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10A-POAN-2,2017,4-Jul-17,10,A,10A,POAN,2,38,14,105,2,25,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10A-POAN-3,2017,4-Jul-17,10,A,10A,POAN,3,40,15,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10B-POAN-1,2017,4-Jul-17,10,B,10B,POAN,1,27,10,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10B-POAN-2,2017,4-Jul-17,10,B,10B,POAN,2,49,16,75,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10B-POAN-3,2017,4-Jul-17,10,B,10B,POAN,3,39,15,84,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10C-POAN-1,2017,4-Jul-17,10,C,10C,POAN,1,35,15,65,3,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10C-POAN-2,2017,4-Jul-17,10,C,10C,POAN,2,46,16,52,2,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10C-POAN-3,2017,4-Jul-17,10,C,10C,POAN,3,47,21,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10D-POAN-1,2017,4-Jul-17,10,D,10D,POAN,1,31,12,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10D-POAN-2,2017,4-Jul-17,10,D,10D,POAN,2,32,14,68,2,23,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-10D-POAN-3,2017,4-Jul-17,10,D,10D,POAN,3,33,12,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11A-POAN-1,2017,4-Jul-17,11,A,11A,POAN,1,38,15,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11A-POAN-2,2017,4-Jul-17,11,A,11A,POAN,2,43,17,133,2,25,27,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11A-POAN-3,2017,4-Jul-17,11,A,11A,POAN,3,34,13,105,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11B-POAN-1,2017,4-Jul-17,11,B,11B,POAN,1,36,13,52,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11B-POAN-2,2017,4-Jul-17,11,B,11B,POAN,2,33,11,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11B-POAN-3,2017,4-Jul-17,11,B,11B,POAN,3,36,17,85,0,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11C-POAN-1,2017,4-Jul-17,11,C,11C,POAN,1,30,10,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11C-POAN-2,2017,4-Jul-17,11,C,11C,POAN,2,37,12,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11C-POAN-3,2017,4-Jul-17,11,C,11C,POAN,3,42,15,68,1,27,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11D-POAN-1,2017,4-Jul-17,11,D,11D,POAN,1,44,17,120,1,25,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11D-POAN-2,2017,4-Jul-17,11,D,11D,POAN,2,36,13,52,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-11D-POAN-3,2017,4-Jul-17,11,D,11D,POAN,3,36,14,76,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12A-POAN-1,2017,4-Jul-17,12,A,12A,POAN,1,28,14,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12A-POAN-2,2017,4-Jul-17,12,A,12A,POAN,2,35,12,65,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12A-POAN-3,2017,4-Jul-17,12,A,12A,POAN,3,36,17,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12B-POAN-1,2017,4-Jul-17,12,B,12B,POAN,1,39,16,90,2,22,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12B-POAN-2,2017,4-Jul-17,12,B,12B,POAN,2,32,13,75,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12B-POAN-3,2017,4-Jul-17,12,B,12B,POAN,3,33,14,135,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12C-POAN-1,2017,4-Jul-17,12,C,12C,POAN,1,29,11,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12C-POAN-2,2017,4-Jul-17,12,C,12C,POAN,2,39,14,78,1,22,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12C-POAN-3,2017,4-Jul-17,12,C,12C,POAN,3,26,14,75,1,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12D-POAN-1,2017,4-Jul-17,12,D,12D,POAN,1,44,18,102,1,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12D-POAN-2,2017,4-Jul-17,12,D,12D,POAN,2,34,12,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12D-POAN-3,2017,4-Jul-17,12,D,12D,POAN,3,41,13,56,1,23,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13A-POAN-1,2017,7-Jul-17,13,A,13A,POAN,1,31,15,105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13A-POAN-2,2017,7-Jul-17,13,A,13A,POAN,2,34,13,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13A-POAN-3,2017,7-Jul-17,13,A,13A,POAN,3,39,18,90,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13B-POAN-1,2017,7-Jul-17,13,B,13B,POAN,1,26,15,88,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13B-POAN-2,2017,7-Jul-17,13,B,13B,POAN,2,35,18,121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13B-POAN-3,2017,7-Jul-17,13,B,13B,POAN,3,31,14,72,2,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13C-POAN-1,2017,7-Jul-17,13,C,13C,POAN,1,32,14,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13C-POAN-2,2017,7-Jul-17,13,C,13C,POAN,2,40,14,52,1,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13C-POAN-3,2017,7-Jul-17,13,C,13C,POAN,3,34,18,75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13D-POAN-1,2017,7-Jul-17,13,D,13D,POAN,1,44,25,105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13D-POAN-2,2017,7-Jul-17,13,D,13D,POAN,2,36,14,160,2,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-13D-POAN-3,2017,7-Jul-17,13,D,13D,POAN,3,42,15,204,4,26,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14A-POAN-1,2017,7-Jul-17,14,A,14A,POAN,1,34,14,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14A-POAN-2,2017,7-Jul-17,14,A,14A,POAN,2,23,14,75,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14A-POAN-3,2017,7-Jul-17,14,A,14A,POAN,3,31,14,60,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14B-POAN-1,2017,7-Jul-17,14,B,14B,POAN,1,34,13,135,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14B-POAN-2,2017,7-Jul-17,14,B,14B,POAN,2,34,14,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14B-POAN-3,2017,7-Jul-17,14,B,14B,POAN,3,36,14,85,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14C-POAN-1,2017,7-Jul-17,14,C,14C,POAN,1,23,10,65,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14C-POAN-2,2017,7-Jul-17,14,C,14C,POAN,2,29,14,90,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14C-POAN-3,2017,7-Jul-17,14,C,14C,POAN,3,29,11,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14D-POAN-1,2017,7-Jul-17,14,D,14D,POAN,1,32,10,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14D-POAN-2,2017,7-Jul-17,14,D,14D,POAN,2,28,13,85,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-14D-POAN-3,2017,7-Jul-17,14,D,14D,POAN,3,31,12,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15A-POAN-1,2017,7-Jul-17,15,A,15A,POAN,1,40,16,60,2,26,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15A-POAN-2,2017,7-Jul-17,15,A,15A,POAN,2,42,15,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15A-POAN-3,2017,7-Jul-17,15,A,15A,POAN,3,43,16,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15B-POAN-1,2017,7-Jul-17,15,B,15B,POAN,1,36,17,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15B-POAN-2,2017,7-Jul-17,15,B,15B,POAN,2,34,14,52,2,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15B-POAN-3,2017,7-Jul-17,15,B,15B,POAN,3,25,12,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15C-POAN-1,2017,7-Jul-17,15,C,15C,POAN,1,41,14,60,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15C-POAN-2,2017,7-Jul-17,15,C,15C,POAN,2,30,13,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15C-POAN-3,2017,7-Jul-17,15,C,15C,POAN,3,32,14,104,1,22,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15D-POAN-1,2017,7-Jul-17,15,D,15D,POAN,1,39,18,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15D-POAN-2,2017,7-Jul-17,15,D,15D,POAN,2,37,16,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-15D-POAN-3,2017,7-Jul-17,15,D,15D,POAN,3,30,13,56,2,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16A-POAN-1,2017,7-Jul-17,16,A,16A,POAN,1,38,16,135,1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16A-POAN-2,2017,7-Jul-17,16,A,16A,POAN,2,40,15,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16A-POAN-3,2017,7-Jul-17,16,A,16A,POAN,3,34,12,126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16B-POAN-1,2017,7-Jul-17,16,B,16B,POAN,1,39,13,75,1,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16B-POAN-2,2017,7-Jul-17,16,B,16B,POAN,2,36,11,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16B-POAN-3,2017,7-Jul-17,16,B,16B,POAN,3,37,12,208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16C-POAN-1,2017,7-Jul-17,16,C,16C,POAN,1,34,16,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16C-POAN-2,2017,7-Jul-17,16,C,16C,POAN,2,28,14,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16D-POAN-1,2017,7-Jul-17,16,D,16D,POAN,1,30,13,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16D-POAN-2,2017,7-Jul-17,16,D,16D,POAN,2,30,14,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-16D-POAN-3,2017,7-Jul-17,16,D,16D,POAN,3,26,7,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17A-POAN-1,2017,7-Jul-17,17,A,17A,POAN,1,38,18,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17A-POAN-2,2017,7-Jul-17,17,A,17A,POAN,2,41,18,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17A-POAN-3,2017,7-Jul-17,17,A,17A,POAN,3,36,15,75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17B-POAN-1,2017,7-Jul-17,17,B,17B,POAN,1,32,15,119,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17B-POAN-2,2017,7-Jul-17,17,B,17B,POAN,2,42,16,52,1,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17B-POAN-3,2017,7-Jul-17,17,B,17B,POAN,3,32,16,52,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17C-POAN-1,2017,7-Jul-17,17,C,17C,POAN,1,42,16,108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17C-POAN-2,2017,7-Jul-17,17,C,17C,POAN,2,41,15,60,1,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17C-POAN-3,2017,7-Jul-17,17,C,17C,POAN,3,40,18,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17D-POAN-1,2017,7-Jul-17,17,D,17D,POAN,1,38,14,44,1,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17D-POAN-2,2017,7-Jul-17,17,D,17D,POAN,2,45,20,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-17D-POAN-3,2017,7-Jul-17,17,D,17D,POAN,3,25,10,60,1,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18A-POAN-1,2017,7-Jul-17,18,A,18A,POAN,1,30,12,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18A-POAN-2,2017,7-Jul-17,18,A,18A,POAN,2,17,9,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18A-POAN-3,2017,7-Jul-17,18,A,18A,POAN,3,33,13,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18B-POAN-1,2017,7-Jul-17,18,B,18B,POAN,1,33,12,95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18B-POAN-2,2017,7-Jul-17,18,B,18B,POAN,2,23,12,105,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18B-POAN-3,2017,7-Jul-17,18,B,18B,POAN,3,39,15,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18C-POAN-1,2017,7-Jul-17,18,C,18C,POAN,1,41,16,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18C-POAN-2,2017,7-Jul-17,18,C,18C,POAN,2,40,17,189,1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-18C-POAN-3,2017,7-Jul-17,18,C,18C,POAN,3,30,15,80,1,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
